annee;trim;catau2010r;metrodom;typmen7;age3;age5;coured;enfred;nfrred;sexe;acteu;acteu6;actif;actop;aidfam;ancchom;ancinact;contact;creaccp;dem;dispoc;gardeb;halor;inscont;mra;mrb;mrbbis;mrc;mrd;mrdbis;mre;mrec;mrf;mrg;mrgbis;mrh;mri;mrj;mrk;mrl;mrm;mrn;mro;mrpassa;mrpassb;mrpassc;mrs;nondic;nrec;nreca;nrecb;occref;officc;offre;pastra;pastrb;pastrf;percrev;rabs;raisnrec;raisnsou;raispas;sou;soua;soub;souc;sousempl;stche;temp;traref;typcont;typcontb;chpub;cse;cser;csp;cstot;cstotr;fonctc;nafg004un;nafg010un;nafg017un;nafg021un;nafg038un;nafg088un;pub3fp;qprc;stc;rdet;stat2;statoep;statut;statutr;titc;cstmn;cstplc;dispplc;duhab;gardea;hhc6;horaic;raison;raistp;stmn;stplc;tppred;txtppred;ancentr4;sitant;aac;csa;nafant;nafantg004n;dip11;cstotprm;identm;extrian;empnbh;hrec;hhce;hplusa;jourtr;nbtote;age;genre;diplome;nationalite;gsp;sociopro;menage;position;choix;horaires;heures_plus;public_prive;secteur
2018;3;1;1;2;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C3;C;CK;28;4;1;3;1;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;2;NA;NA;NA;42;52;135488;88840516749;35;NA;NA;NA;NA;NA;15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Fab élec, info, machines
2018;4;1;1;2;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C3;C;CK;28;4;1;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;52;135489;96306991492;35;NA;35;NA;5;NA;15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab élec, info, machines
2018;1;2;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;1;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;8;NA;NA;1;2;1;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C4;C;CL;29;4;2;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;135577;11534480575;40;NA;40;NA;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;1;50;50;2;2;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;1;ET;BE;DE;E;EZ;38;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;65;135623;12209681259;35;NA;37;NA;5;NA;+50a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Energie, eau, déchets, dépol
2018;3;1;1;1;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C5;C;CH;25;4;1;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;67;135800;87280971584;35;NA;35;NA;5;NA;15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;4;30;30;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;63;6;63;63;6;1;EV;GI;IZ;I;IZ;56;4;2;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;63;135801;16684779565;45;NA;35;39;5;NA;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Héberg et restauration
2018;4;1;1;4;30;30;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;63;6;63;63;6;1;EV;GI;IZ;I;IZ;56;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;135802;16241312049;35;NA;35;NA;5;NA;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Héberg et restauration
2018;2;1;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CG;23;4;1;3;1;2;21;21;2;NA;NA;1;1;9;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;71;62;135823;20254238181;32;NA;NA;40;NA;NA;30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CG;23;4;1;3;1;2;21;21;2;NA;NA;NA;NA;7;NA;5;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;62;135824;23258632927;24;NA;40;NA;5;NA;30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;1;1;1;3;30;30;1;2;1;1;1;1;1;1;NA;NA;NA;NA;6;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;EU;FZ;FZ;F;FZ;43;4;2;3;1;2;21;21;2;NA;NA;4;1;7;NA;5;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;62;136000;15002315996;415;NA;415;50;5;NA;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite plus d'heures;Employeur privé;Construction
2018;2;1;1;3;30;30;1;2;1;1;1;1;1;1;NA;NA;NA;NA;6;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;1;NA;1;NA;1;8;NA;NA;1;1;2;NA;NA;NA;NA;2;NA;NA;1;62;6;62;62;6;1;EU;FZ;FZ;F;FZ;43;4;2;3;1;2;21;21;2;NA;NA;1;1;7;NA;5;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;62;136001;1932016657;0;NA;415;46;5;NA;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite plus d'heures;Employeur privé;Construction
2018;4;1;1;1;30;40;2;2;3;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;47;4;47;47;4;2;EU;FZ;FZ;F;FZ;43;4;3;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;47;136031;12382848758;36;NA;36;NA;5;NA;40-49a;Hommes;CAP/BEP;Etrangers;Professions intermédiaires;Technicien-ne-s;Personne seule;Techniciens;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Construction
2018;1;1;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;64;6;64;64;6;NA;ET;BE;DE;E;EZ;38;4;9;3;1;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;71;64;136123;75649372197;30;NA;48;NA;5;NA;30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Chauffeurs;Personne seule;Autres, nr;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Energie, eau, déchets, dépol
2018;4;1;1;2;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;NA;3;1;NA;NA;2;NA;1;1;NA;1;1;1;2;1;2;2;1;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;2;NA;1;2;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C4;C;CL;29;4;1;3;2;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;1;NA;NA;NA;71;77;136134;23278421416;35;NA;NA;NA;NA;NA;30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;4;15;15;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C4;C;CL;29;4;1;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;67;136192;11395157328;35;NA;35;50;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;4;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;1;3;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;2;NA;1;00;0;0;00;0;1;00;00;00;0;00;00;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;78;136215;7350020563;35;NA;35;NA;5;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;NA;NA;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;2;1;1;4;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;2;3;1;NA;NA;2;1;1;2;NA;2;2;1;2;1;2;1;1;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;2;NA;1;2;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;NA;1;NA;NA;1;00;0;0;00;0;1;00;00;00;0;00;00;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;78;136216;79745681497;35;NA;35;NA;5;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;NA;NA;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;1;1;1;4;30;30;1;1;2;2;1;1;1;1;NA;NA;NA;1;2;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;2;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CC;17;4;2;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;50;55;136218;69696187606;39;NA;39;NA;5;NA;30-39a;Femmes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;2;1;1;4;30;30;1;1;2;2;1;1;1;1;NA;NA;NA;2;6;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CC;17;4;2;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;50;55;136219;74867002287;39;NA;39;NA;5;NA;30-39a;Femmes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;4;30;30;1;1;2;2;1;1;1;1;NA;NA;NA;2;3;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CC;17;4;2;3;1;2;21;21;2;NA;3;NA;NA;6;NA;4;2;NA;NA;1;2;1;NA;2;NA;NA;NA;NA;NA;50;55;136220;88959512297;39;NA;39;20;5;NA;30-39a;Femmes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;1;1;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;2;7;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;8;NA;NA;1;1;1;NA;NA;NA;NA;1;NA;NA;1;64;6;64;64;6;NA;EV;GI;HZ;H;HZ;52;4;9;3;2;2;21;21;2;NA;NA;4;1;9;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;60;64;136281;13455177975;45;NA;NA;60;NA;NA;30-39a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Chauffeurs;Personne seule;Autres, nr;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;Employeur privé;Transports et entreposage
2018;2;1;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;64;6;64;64;6;NA;EV;GI;HZ;H;HZ;49;4;9;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;60;64;136282;12951913431;30;NA;35;60;5;NA;30-39a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Chauffeurs;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Transports et entreposage
2018;4;1;1;1;30;40;2;2;3;1;1;1;1;1;NA;NA;NA;NA;3;1;NA;NA;2;NA;2;1;NA;1;1;1;2;1;2;1;1;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;2;NA;1;1;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;NA;1;1;2;1;67;6;67;67;6;1;EV;KZ;KZ;K;KZ;64;4;1;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;10;67;136290;17803632256;40;NA;35;45;5;NA;40-49a;Hommes;L3 et sup;Etrangers;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Autres secteurs
2018;1;3;1;4;30;40;1;1;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CG;23;4;2;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;62;136319;40897142885;35;NA;35;40;5;NA;40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;2;3;1;4;30;40;1;1;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CG;23;4;2;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;62;136320;40342389085;35;NA;35;40;5;NA;40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;3;3;1;4;30;40;1;1;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;NA;1;NA;1;NA;NA;NA;2;2;2;NA;NA;NA;NA;2;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CG;23;4;2;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;62;136321;45332146091;0;NA;35;40;5;NA;40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;1;3;1;4;50;50;1;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;NA;ET;BE;C5;C;CM;33;4;1;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;68;136392;14351839245;35;NA;35;NA;5;NA;+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;2;3;1;4;50;50;1;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;NA;ET;BE;C5;C;CM;33;4;1;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;68;136393;13271159243;35;NA;35;NA;5;NA;+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;2;1;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;65;6;65;65;6;NA;ET;BE;C5;C;CC;16;4;9;3;1;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;65;136436;18760988657;40;NA;40;NA;6;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Autres, nr;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C5;C;CC;16;4;9;3;1;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;65;136437;1974189784;40;NA;40;NA;6;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Autres, nr;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
